genres,title,price,id,developer,release_year
"['Action', 'Indie', 'RPG']",The Ship: Single Player,9.99,2420.0,Outerlight Ltd.,2006
"['Indie', 'Simulation']",Garry's Mod,9.99,4000.0,Facepunch Studios,2006
['Racing'],RACE - The WTCC Game,39.99,4230.0,SimBin,2006
"['Casual', 'Indie']",Zen of Sudoku,0.0,4900.0,Unknown Worlds Entertainment,2006
"['Casual', 'Indie']",Gumboy - Crazy Adventures™,4.99,2520.0,"CINEMAX, s.r.o.",2006
['Strategy'],Ghost Master®,4.99,6200.0,Sick Puppies,2003
['Strategy'],Vegas: Make It Big™,4.99,6210.0,Deepred,2006
"['Adventure', 'RPG']",Dreamfall: The Longest Journey,19.99,6300.0,Funcom,2006
['Racing'],FlatOut 2™,9.99,2990.0,Bugbear Entertainment,2006
['Racing'],FlatOut,7.49,6220.0,Bugbear Entertainment,2005
"['Action', 'Adventure']",Lost Planet™: Extreme Condition,14.99,6510.0,"CAPCOM Co., Ltd.",2007
['Strategy'],CivCity: Rome,9.99,3980.0,"FireFly Studios,Firaxis Games",2006
['RPG'],Arx Fatalis,4.99,1700.0,Arkane Studios,2002
"['Action', 'Adventure', 'RPG']",The Longest Journey,9.99,6310.0,Funcom,2000
['Strategy'],Civilization IV®: Warlords,4.99,3990.0,Firaxis Games,2006
['Strategy'],Railroad Tycoon 3,9.99,7610.0,PopTop,2003
['Strategy'],Sid Meier's Railroads!,9.99,7600.0,"Firaxis Games,Feral Interactive (Mac)",2006
['Strategy'],Railroad Tycoon II Platinum,4.99,7620.0,PopTop,1998
"['Casual', 'Indie']",RIP - Trilogy™,4.99,2540.0,Elephant Games,2007
['Strategy'],X-COM: Terror From the Deep,4.99,7650.0,"MicroProse Software, Inc",1995
"['Action', 'Adventure']",Tomb Raider: Anniversary,8.99,8000.0,"Crystal Dynamics,Feral Interactive (Mac)",2007
['Action'],Devil May Cry® 3 Special Edition,19.99,6550.0,"CAPCOM Co., Ltd.",2006
"['Action', 'Adventure']",Sam &amp; Max 101: Culture Shock,19.99,8200.0,Telltale Games,2006
['Action'],Final DOOM,4.99,2290.0,id Software,1996
"['Action', 'Adventure']",Sam &amp; Max 102: Situation: Comedy,19.99,8210.0,Telltale Games,2006
['Action'],Ultimate Doom,4.99,2280.0,id Software,1995
['Action'],Master Levels for Doom II,14.99,9160.0,id Software,1995
['Action'],DOOM II,4.99,2300.0,id Software,1994
['Action'],Wolfenstein 3D,4.99,2270.0,id Software,1994
['Action'],Return to Castle Wolfenstein,4.99,9010.0,Gray Matter Studios,2001
['Action'],QUAKE Mission Pack 1: Scourge of Armagon,2.99,9040.0,Ritual Entertainment,1997
['Action'],Spear of Destiny,2.99,9000.0,id Software,1993
['Action'],BloodRayne,9.99,3810.0,Terminal Reality,2003
['Action'],QUAKE Mission Pack 2: Dissolution of Eternity,2.99,9030.0,Rogue Entertainment,2007
['Action'],QUAKE,4.99,2310.0,id Software,2007
['Strategy'],Genesis Rising,4.99,3230.0,Metamorf,2007
['Strategy'],"Warhammer® 40,000: Dawn of War® – Winter Assault",12.99,9310.0,Relic Entertainment,2006
"['Action', 'RPG']",BioShock™,19.99,7670.0,"2K Boston,2K Australia",2007
['Strategy'],"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",12.99,4570.0,Relic Entertainment,2006
['Strategy'],"Warhammer® 40,000: Dawn of War® - Dark Crusade",12.99,4580.0,Relic Entertainment,2006
['Strategy'],Rome: Total War™ - Collection,9.99,4760.0,The Creative Assembly,2004
['Strategy'],Rome: Total War™ - Alexander,4.99,4770.0,The Creative Assembly,2006
['Casual'],Mystery Case Files: Madame Fate®,6.99,50970.0,Big Fish Games,2007
['Action'],Manhunt,9.99,12130.0,Rockstar North,2004
['Racing'],Midnight Club 2,9.99,12160.0,Rockstar San Diego,2003
['Action'],Max Payne 2: The Fall of Max Payne,9.99,12150.0,Remedy Entertainment,2003
"['Action', 'Adventure']",Tomb Raider: Legend,6.99,7000.0,Crystal Dynamics,2006
['Action'],Max Payne,9.99,12140.0,Remedy Entertainment,2001
['Strategy'],Command &amp; Conquer: Red Alert 3,19.99,17480.0,EA Los Angeles,2008
['Casual'],PuzzleQuest: Challenge of the Warlords,9.99,12500.0,Infinite Interactive,2007
"['RPG', 'Casual', 'Adventure']",Culpa Innata,9.99,12310.0,Momentum Digital Media Technologies,2007
['Strategy'],Prison Tycoon 3™: Lockdown,9.99,12510.0,"Gamebryo,Virtual Playground",2007
"['Action', 'Adventure', 'Strategy']",Hunting Unlimited™ 2008,9.99,12530.0,SCS Software,2007
['Racing'],18 Wheels of Steel: American Long Haul,9.99,12520.0,SCS Software,2007
['Action'],Conflict: Denied Ops,5.99,8100.0,Pivotal Games,2008
['Action'],ARMA: Combat Operations,7.99,2780.0,Bohemia Interactive,2007
['Simulation'],Tycoon City: New York,9.99,9730.0,Unknown,2006
['Action'],Desperados 2: Cooper's Revenge,9.99,9710.0,Spellbound,2006
"['Action', 'Adventure']",Death to Spies,4.99,9800.0,Haggard Games,2007
['Action'],Act of War: High Treason,2.99,9760.0,Eugen Systems,2006
"['Simulation', 'Strategy']",RollerCoaster Tycoon® 3: Platinum,19.99,2700.0,"Frontier,Aspyr (Mac)",2006
['Action'],Act of War: Direct Action,2.99,2710.0,Eugen Systems,2005
['Action'],Unreal 2: The Awakening,14.99,13200.0,"Epic Games, Inc.",2003
['Action'],Unreal Gold,9.99,13250.0,"Epic Games, Inc.",1998
"['Casual', 'Indie']",Ninja Reflex: Steamworks Edition,4.99,13000.0,Sanzaru Games,2008
['Action'],Tom Clancy's Splinter Cell®,9.99,13560.0,Ubisoft,2003
['Action'],Far Cry®,9.99,13520.0,Crytek Studios,2004
['Action'],Unreal Tournament: Game of the Year Edition,9.99,13240.0,"Epic Games, Inc.",2000
['Action'],Tom Clancy's Rainbow Six® Vegas,9.99,13540.0,Ubisoft Montreal,2006
['Simulation'],Silent Hunter® III,9.99,15210.0,Ubisoft,2005
"['Casual', 'Simulation']",Virtual Villagers - The Secret City,9.99,16180.0,Last Day of Work,2008
['Casual'],Mystery P.I.™ - The Vegas Heist,4.99,3520.0,SpinTop Games,2008
['Casual'],Luxor,9.99,15970.0,MumboJumbo,2008
['Casual'],Reaxxion,9.99,15950.0,MumboJumbo,2008
['Casual'],Little Farm,9.99,15960.0,MumboJumbo,2008
['Casual'],7 Wonders II,9.99,15900.0,MumboJumbo,2008
['Casual'],Luxor Amun Rising,9.99,15910.0,MumboJumbo,2005
['Casual'],Luxor 3,9.99,15930.0,MumboJumbo,2007
['Simulation'],Petz® Horsez® 2,9.99,15160.0,Ubisoft,2007
['Casual'],Luxor 2,9.99,15920.0,MumboJumbo,2005
"['Action', 'Adventure']",Rayman Raving Rabbids™,9.99,15080.0,"Ubisoft Bulgaria,Ubisoft Montpellier",2007
['Simulation'],Silent Hunter®: Wolves of the Pacific,9.99,15200.0,Ubisoft Romania,2007
['Simulation'],IL-2 Sturmovik: 1946,9.99,15320.0,1C: Maddox Games,2006
['Simulation'],Silent Hunter®: Wolves of the Pacific U-Boat Missions,9.99,15240.0,Ubisoft Romania,2008
['Adventure'],Bone: Out From Boneville,9.99,8310.0,Telltale Games,2005
['Racing'],Midnight Outlaw: 6 Hours to SunUp,9.99,12600.0,"Merscom,Babylon",2005
['Adventure'],Bone: The Great Cow Race,9.99,8320.0,Telltale Games,2006
['Racing'],Sprint Cars Road to Knoxville,9.99,12590.0,BigAnt Studios,2008
['Simulation'],Ride! Carnival Tycoon,9.99,12560.0,Gabriel Entertainment,2007
['Casual'],Mahjongg Investigations: Under Suspicion,9.99,12540.0,Zemnott,2007
['Adventure'],Dracula Origin,9.99,11050.0,Frogwares,2008
"['Adventure', 'RPG']",Sherlock Holmes - Nemesis,9.99,11040.0,Frogwares,2008
"['Adventure', 'Indie']",Eternity's Child,4.99,19500.0,"Luc Bernard,SilverSphereStudios",2008
"['Simulation', 'Strategy']",Pacific Storm Allies,7.99,11260.0,Lesta Studio,2007
"['Action', 'Indie']",Tank Universal,4.99,19200.0,Dialogue Design,2008
['Racing'],FlatOut: Ultimate Carnage,19.99,12360.0,Bugbear Entertainment,2008
['Adventure'],Oddworld: Abe's Exoddus®,2.99,15710.0,Oddworld Inhabitants,1998
['Adventure'],Oddworld: Abe's Oddysee®,2.99,15700.0,Oddworld Inhabitants,1997
['Racing'],GTR Evolution Expansion Pack for RACE 07,7.99,8660.0,SimBin,2008
['Strategy'],X-COM: Enforcer,4.99,7770.0,"MicroProse Software, Inc",2001
['Strategy'],X-COM: Apocalypse,4.99,7660.0,"MicroProse Software, Inc",1997
['Strategy'],X-COM: UFO Defense,4.99,7760.0,"MicroProse Software, Inc",1993
"['Action', 'RPG']",S.T.A.L.K.E.R.: Clear Sky,9.99,20510.0,GSC Game World,2008
['Action'],Crysis Warhead®,19.99,17330.0,Crytek,2008
['Action'],Crysis,19.99,17300.0,Crytek,2007
['Strategy'],X-COM: Interceptor,4.99,7730.0,"MicroProse Software, Inc",1998
"['Action', 'RPG']",The Witcher: Enhanced Edition Director's Cut,9.99,20900.0,CD PROJEKT RED,2008
['Indie'],Multiwinia,9.99,1530.0,Introversion Software,2008
['Racing'],STCC - The Game 1 - Expansion Pack for RACE 07,2.99,8690.0,SimBin,2008
"['Strategy', 'Simulation']",Children of the Nile: Alexandria,2.49,17120.0,"Tilted Mill Entertainment, Inc.",2008
['Strategy'],Sid Meier's Civilization IV: Colonization,19.99,16810.0,Firaxis Games,2008
['Action'],Tom Clancy's Rainbow Six® 3 Gold,9.99,19830.0,"Red Storm Entertainment,Ubisoft Montreal",2003
"['Action', 'Adventure']",LEGO Batman,19.99,21000.0,Traveller's Tales,2008
"['Simulation', 'Strategy']",City Life 2008,9.99,4460.0,Monte Cristo,2008
"['RPG', 'Strategy']",Hinterland,9.99,17140.0,"Tilted Mill Entertainment, Inc.",2008
['Action'],Brothers in Arms: Hell's Highway™,9.99,15390.0,Gearbox Software,2008
"['Indie', 'Casual']",Gravitron 2,4.99,21300.0,Dark Castle Software,2008
['Racing'],Xpand Rally Xtreme,4.99,3050.0,Techland,2006
['Strategy'],Heroes of Might &amp; Magic V: Hammers of Fate,9.99,15380.0,Nival,2006
['Action'],Brothers in Arms: Earned in Blood™,9.99,19800.0,Gearbox Software,2005
['Strategy'],Heroes of Might &amp; Magic V: Tribes of the East,9.99,15370.0,Nival,2007
['Strategy'],The Settlers®: Rise Of An Empire Gold Edition,19.99,19930.0,Blue Byte,2008
['Casual'],Brain Spa,9.99,15350.0,Ubisoft,2007
['Action'],The Sum of All Fears,9.99,19810.0,Red Storm Entertainment,2002
['Casual'],Peggle™ Nights,4.99,3540.0,"PopCap Games, Inc.",2008
['Indie'],World of Goo,9.99,22000.0,2D BOY,2008
"['Action', 'Simulation', 'Strategy']",X3: Terran Conflict,15.99,2820.0,Egosoft,2008
['Action'],Mare Nostrum,0.0,1230.0,Sandstorm Productions,2008
"['Casual', 'Indie']",Spectraball,4.99,18300.0,Shorebound Studios,2008
"['Indie', 'Casual', 'Sports']",Galactic Bowling,19.99,20200.0,Perpetual FX Creative,2008
"['Action', 'Adventure']",Bully: Scholarship Edition,14.99,12200.0,Rockstar New England,2008
['Action'],Far Cry® 2: Fortune's Edition,9.99,19900.0,Ubisoft Montreal,2008
"['Action', 'Indie', 'Strategy']",Space Trader: Merchant Marine,4.99,11240.0,Meridian4,2008
['Simulation'],PRR Wagon Pack 01,4.99,256522.0,RailSimulator.com,2009
['Simulation'],"Class 421 London South East ""Jaffa Cake""",4.99,275144.0,RailSimulator.com,2009
['Simulation'],ATSF Wagon Pack 01,4.99,256521.0,RailSimulator.com,2009
['Simulation'],GP20 Union Pacific Add-on Livery,4.99,222569.0,Reppo,2009
['Simulation'],UK Van Wagon Pack,4.99,256535.0,RailSimulator.com,2009
['Simulation'],CSX SD70MAC Add-on Livery,4.99,256611.0,Dovetail Games,2009
['Simulation'],CSX ES44AC Add-on Livery,4.99,256576.0,Dovetail Games,2009
['Action'],Saints Row 2,9.99,9480.0,Volition,2009
['Action'],Dead Space,19.99,17470.0,EA Redwood Shores,2008
['RPG'],Rise of the Argonauts,9.99,12770.0,Liquid Entertainment,2008
"['Action', 'Adventure']",Mirror's Edge™,19.99,17410.0,DICE,2009
"['Indie', 'Strategy']",Defense Grid: The Awakening,9.99,18500.0,Hidden Path Entertainment,2008
['Action'],F.E.A.R. 2: Project Origin,14.99,16450.0,Monolith,2009
"['Strategy', 'Indie']",Harvest: Massive Encounter,7.99,15400.0,Oxeye Game Studio,2008
"['Indie', 'Strategy']",Mayhem Intergalactic,9.99,18600.0,Inventive Dingo,2007
"['Action', 'Indie']",Larva Mortus,4.99,11340.0,Meridian4,2009
['Strategy'],Knights of Honor,9.99,25830.0,Black Sea Studios Ltd,2005
"['Action', 'Adventure', 'Strategy']",Ceville,5.99,23460.0,Realmforge Studios,2009
['Strategy'],Empire: Total War™ - Special Forces Units &amp; Bonus Content,2.99,10600.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
['Action'],Watchmen: The End is Nigh,4.99,21010.0,Deadline Games,2009
"['Action', 'Adventure', 'Indie']",Penumbra Overture,9.99,22180.0,Frictional Games,2007
['Action'],Unreal Tournament 3 Black,19.99,13210.0,"Epic Games, Inc.",2007
['RPG'],Drakensang,9.99,12640.0,Radon Labs,2009
"['Indie', 'Simulation']",The Graveyard,4.99,27020.0,Tale of Tales,2008
['Racing'],Burnout Paradise: The Ultimate Box,19.99,24740.0,Criterion Games,2009
"['Action', 'Indie']",The Maw,9.99,26000.0,Twisted Pixel Games,2009
"['Action', 'Indie']",The Maw: River Redirect,1.25,26006.0,Twisted Pixel Games,2009
"['Action', 'Indie']",The Maw: Brute Force,1.25,26005.0,Twisted Pixel Games,2009
"['Casual', 'Indie']",Obulis,4.99,11330.0,IonFX,2009
['Indie'],Space Giraffe,9.99,27800.0,Llamasoft LTD,2009
"['Simulation', 'Strategy']",Codename: Panzers - Cold War,14.99,9850.0,"InnoGlow,Stormregion,THQ Nordic",2009
['Casual'],Escape Rosecliff Island,4.99,3600.0,SpinTop Games,2009
"['RPG', 'Massively Multiplayer']",Guild Wars Nightfall®,19.99,29580.0,ArenaNet®,2006
"['RPG', 'Massively Multiplayer']",Guild Wars® Game of the Year Edition,19.99,29540.0,ArenaNet®,2005
"['RPG', 'Massively Multiplayer']",Guild Wars Factions®,19.99,29560.0,ArenaNet®,2006
"['Massively Multiplayer', 'RPG']",Guild Wars Trilogy,29.99,29570.0,ArenaNet®,2008
['Casual'],Puzzle Kingdoms,14.99,23700.0,Infinite Interactive,2009
['Casual'],Samantha Swift and the Golden Touch,9.99,16060.0,MumboJumbo,2009
['RPG'],Two Worlds Epic Edition,9.99,1930.0,Reality Pump Studios,2009
['Strategy'],Helldorado,9.99,18470.0,Spellbound,2009
"['Action', 'Adventure', 'RPG']",X-Blades,9.99,7510.0,Gaijin Entertainment,2009
"['Action', 'Indie']",Zeno Clash,9.99,22200.0,ACE Team,2009
['Indie'],The Maw: Speeder Lane,1.25,26007.0,Twisted Pixel Games,2009
"['RPG', 'Strategy']",King's Bounty: The Legend,6.99,25900.0,1C Company,2008
"['Casual', 'Simulation']",Virtual Families,9.99,16200.0,Last Day of Work,2009
['Racing'],Death Track®: Resurrection,2.99,7840.0,Sky Fallen,2009
"['RPG', 'Strategy']",Freedom Force vs. the Third Reich,4.99,8890.0,Irrational Games,2005
"['RPG', 'Strategy']",Freedom Force,4.99,8880.0,Irrational Games,2002
"['Indie', 'Simulation', 'Strategy']",Light of Altair,14.99,34500.0,SaintXi,2009
"['Action', 'Simulation']",Darkest Hour: Europe '44-'45,0.0,1280.0,Darklight Games,2009
"['Action', 'Adventure']",Prototype™,19.99,10150.0,Radical Entertainment,2009
['Strategy'],Port Royale 2,4.99,12470.0,Ascaron Entertainment ltd.,2004
['RPG'],The Elder Scrolls IV: Oblivion® Game of the Year Edition,14.99,22330.0,Bethesda Game Studios,2007
['RPG'],The Elder Scrolls III: Morrowind® Game of the Year Edition,14.99,22320.0,Bethesda Game Studios,2002
['Adventure'],Ankh 2: Heart of Osiris,4.99,12440.0,Deck 13,2007
['Simulation'],Armored Fist 3,9.99,32710.0,NovaLogic,1999
['Simulation'],MiG-29 Fulcrum,9.99,32740.0,NovaLogic,1998
['Strategy'],BC Kings,4.99,12460.0,Mascot Entertainment,2008
['Action'],Call of Juarez®: Bound in Blood,9.99,21980.0,Techland,2009
['Adventure'],Nancy Drew®: Legend of the Crystal Skull,6.99,31860.0,HeR Interactive,2007
['Adventure'],Nancy Drew®: The Creature of Kapu Cave,6.99,31900.0,HeR Interactive,2006
['Adventure'],Nancy Drew®: The Phantom of Venice,6.99,31920.0,HeR Interactive,2008
['Adventure'],Nancy Drew®: The White Wolf of Icicle Creek,6.99,31930.0,HeR Interactive,2007
"['Casual', 'Indie']",BRAINPIPE: A Plunge to Unhumanity,0.0,35800.0,Digital Eel,2008
"['Simulation', 'Sports']",Hunting Unlimited 2010,9.99,12690.0,Unknown,2009
['Adventure'],Tales of Monkey Island Complete Pack,19.99,31170.0,Telltale Games,2009
['Action'],Street Fighter® IV,19.99,21660.0,Capcom,2009
"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']",Thrillville®: Off the Rails™,9.99,6080.0,Frontier,2007
['Adventure'],Indiana Jones® and the Fate of Atlantis™,5.99,6010.0,LucasArts,1992
['Action'],Armed and Dangerous®,5.99,6090.0,Planet Moon Studios,2003
['Action'],"Star Wars: Battlefront 2 (Classic, 2005)",9.99,6060.0,Pandemic Studios,2005
['Adventure'],Indiana Jones® and the Last Crusade™,5.99,32310.0,LucasArts,1989
"['Action', 'Adventure']",LEGO® Indiana Jones™: The Original Adventures,19.99,32330.0,Traveller's Tales,2008
['Adventure'],The Secret of Monkey Island: Special Edition,9.99,32360.0,LucasArts,2009
['Strategy'],Warfare,12.99,35300.0,GFI Russia,2008
"['Action', 'Racing']",Clutch,9.99,35310.0,Targem Games,2009
['Adventure'],Nancy Drew®: Ransom of the Seven Ships,6.99,31980.0,HeR Interactive,2009
['Sports'],3D Ultra™ Minigolf Adventures,9.99,10140.0,Wanako Games,2006
['Adventure'],King's Quest™ Collection,19.99,10100.0,Sierra,2006
['Action'],TimeShift™,19.99,10130.0,Saber Interactive,2007
['Adventure'],Space Quest™ Collection,19.99,10110.0,Sierra,2006
['Action'],Killing Floor Outbreak Character Pack,7.99,1256.0,Tripwire Interactive,2009
"['Action', 'Casual']",Aces of the Galaxy™,9.99,10120.0,Artech Studios,2008
"['Simulation', 'Strategy']",Tropico Reloaded,6.99,33520.0,"PopTop Software,BreakAway Games,Frog City Software",2009
['Casual'],Mystery P.I. - Lost in Los Angeles,4.99,3610.0,SpinTop Games,2009
['Action'],Bionic Commando: Rearmed,9.99,21680.0,Capcom,2008
"['Action', 'Adventure']",Bionic Commando,9.99,21670.0,Capcom,2009
['Action'],Watchmen: The End is Nigh Part 2,4.99,21030.0,Deadline Games,2009
"['Action', 'Indie']",Foreign Legion: Buckets of Blood,4.99,36000.0,Sakari Indie,2009
"['Adventure', 'RPG']",STAR WARS™ - Knights of the Old Republic™,9.99,32370.0,"BioWare,Aspyr (Mac)",2003
"['Indie', 'Casual']",Osmos,9.99,29180.0,Hemisphere Games,2009
['RPG'],Fallout 2: A Post Nuclear Role Playing Game,9.99,38410.0,Black Isle Studios,1998
['Strategy'],Fallout Tactics: Brotherhood of Steel,9.99,38420.0,14° East,2001
['Action'],Kingpin — Life of Crime,9.99,38430.0,Xatrix Entertainment,1999
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,19.99,31180.0,Telltale Games,2009
['Casual'],Jewel Quest Pack,19.99,37960.0,iWin,2009
['Casual'],Mahjong Quest Collection,9.99,38000.0,iWin,2009
"['Adventure', 'Indie']","Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack",4.99,37400.0,Size Five Games,2009
['Action'],Tom Clancy's Splinter Cell Chaos Theory®,9.99,13570.0,Ubisoft Montreal,2005
"['Action', 'Racing']",Crash Time 2,9.99,11390.0,Unknown,2009
['Strategy'],XIII Century – Gold Edition,4.99,34420.0,Unicorn Games Studio,2009
['Simulation'],World of Zoo,14.99,43100.0,Blue Fang,2009
['Simulation'],18 Wheels of Steel: Extreme Trucker,9.99,33730.0,Unknown,2009
"['Action', 'Adventure']",Mini Ninjas,9.99,35000.0,IO Interactive,2009
['Casual'],Freeze Tag Fun Pack #2,19.99,39392.0,"Freeze Tag Inc.,iQ212",2009
['Casual'],Freeze Tag Fun Pack #1,19.99,39391.0,"Freeze Tag Inc.,Joju Games,Linksolutions Ltd.,Dekovir Entertainment",1999
"['Adventure', 'Casual', 'Indie']",Windosill,2.99,37600.0,"Vectorpark, Inc.",2009
['Simulation'],Train Simulator: Colton &amp; Northern Route Add-On,24.99,24029.0,All Aboard,2009
"['Adventure', 'Casual']",Midnight Mysteries,9.99,32140.0,MumboJumbo,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,19.99,31190.0,Telltale Games,2009
['Action'],Joint Operations: Combined Arms Gold,19.99,32770.0,NovaLogic,2009
['Simulation'],Train Simulator: US Loco &amp; Asset Pack,17.99,208306.0,Dovetail Games,2009
['Simulation'],DinerTown Tycoon,9.99,37300.0,PlayFirst,2009
['Simulation'],Train Simulator: European Loco &amp; Asset Pack,19.99,208300.0,Dovetail Games,2009
['RPG'],Risen,9.99,40300.0,Piranha Bytes,2009
['Casual'],Flora's Fruit Farm,3.99,35070.0,Honeyslug,2009
['Strategy'],Empire: Total War™ - The Warpath Campaign,9.99,10606.0,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2009
"['Adventure', 'Indie']",Machinarium,9.99,40700.0,Amanita Design,2009
['Action'],Medal of Honor: Airborne,9.99,24840.0,EA Los Angeles,2007
['Racing'],Need for Speed: Shift,19.99,24870.0,Slightly Mad Studios,2009
['RPG'],Torchlight,14.99,41500.0,Runic Games,2009
['Strategy'],Command &amp; Conquer: Red Alert 3 - Uprising,19.99,24800.0,EA Los Angeles,2009
['Strategy'],The Stronghold Collection,19.99,901735.0,FireFly Studios,2009
['Strategy'],East India Company: Privateer,4.99,42800.0,Nitro Games,2009
['Action'],Painkiller: Resurrection,9.99,39560.0,Homegrown Games,2009
"['RPG', 'Strategy']",SpellForce 2 - Anniversary Edition,14.99,39550.0,"Phenomic,THQ Nordic",2009
['Adventure'],Secret Files: Tunguska,9.99,40330.0,Animation Arts,2009
['Strategy'],Rush for Berlin Gold,4.99,40320.0,Stormregion,2009
['Adventure'],Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,19.99,31200.0,Telltale Games,2009
['Strategy'],Men of War: Red Tide,4.99,3130.0,1C Company,2009
"['Action', 'Indie']",Hammerfight,4.99,41100.0,Konstantin Koshutin,2009
"['Action', 'RPG']",SpellForce - Platinum Edition,9.99,39540.0,Phenomic,2009
['Strategy'],Massive Assault: Phantom Renaissance,9.99,34640.0,Wargaming.net,2005
['Strategy'],Massive Assault,9.99,34630.0,Wargaming.net,2003
"['Action', 'Indie']",Serious Sam HD: The First Encounter,14.99,41000.0,Croteam,2009
['Adventure'],Secret Files 2: Puritas Cordis,9.99,40340.0,Animation Arts,2009
['RPG'],Dragon Age: Origins,19.99,17450.0,BioWare,2009
"['Action', 'RPG', 'Indie']",Aztaka,4.99,37100.0,Citeremis Inc.,2009
"['Indie', 'Casual']",Magnetis,1.99,37500.0,Yullaby,2009
['Strategy'],For The Glory: A Europa Universalis Game,9.99,42810.0,Crystal Empire Games,2009
['Action'],Call of Duty®: Modern Warfare® 2,19.99,10180.0,"Infinity Ward,Aspyr (Mac)",2009
